semana_id,anio_epi,semana,fecha_inicio,fecha_fin,precipitacion_mm,precip_7d,precip_30d,precip_90d,spi3,spi6,spi12,tmin,tmax,tmean,humedad
1997-W26,1997,26,1997-06-23,1997-06-29,65.6,65.6,186.5,1053.8,1.214,0.616,0.397,23.586,28.386,25.3,88.0
1997-W27,1997,27,1997-06-30,1997-07-06,151.6,151.6,328.2,1170.6,1.544,0.854,0.523,23.0,28.071,24.814,89.143
1997-W28,1997,28,1997-07-07,1997-07-13,111.0,111.0,417.5,1229.2,1.731,0.999,0.596,23.257,28.271,25.071,89.571
1997-W29,1997,29,1997-07-14,1997-07-20,52.6,52.6,380.8,1156.3,1.65,1.081,0.636,23.729,29.057,25.657,86.429
1997-W30,1997,30,1997-07-21,1997-07-27,28.9,28.9,344.1,1049.2,1.573,1.128,0.658,23.871,29.571,25.929,84.857
1997-W31,1997,31,1997-07-28,1997-08-03,60.7,60.7,253.2,968.7,1.58,1.212,0.695,23.586,27.814,25.229,89.0
1997-W32,1997,32,1997-08-04,1997-08-10,81.8,81.8,224.0,909.0,1.558,1.352,0.718,23.629,28.557,25.386,87.571
1997-W33,1997,33,1997-08-11,1997-08-17,85.1,85.1,256.5,913.5,1.631,1.503,0.776,23.6,28.486,25.386,87.714
1997-W34,1997,34,1997-08-18,1997-08-24,87.5,87.5,315.1,920.0,1.743,1.547,0.848,23.357,28.686,25.271,87.571
1997-W35,1997,35,1997-08-25,1997-08-31,72.7,72.7,327.1,918.4,1.801,1.544,0.903,23.114,28.786,25.1,85.286
1997-W36,1997,36,1997-09-01,1997-09-07,61.8,61.8,307.1,970.3,1.873,1.604,0.899,23.2,28.4,25.114,85.571
1997-W37,1997,37,1997-09-08,1997-09-14,72.3,72.3,294.3,1020.9,1.971,1.603,0.957,23.229,28.371,25.086,87.429
1997-W38,1997,38,1997-09-15,1997-09-21,119.2,119.2,326.0,1050.8,2.016,1.673,1.037,23.629,27.957,25.129,88.857
1997-W39,1997,39,1997-09-22,1997-09-28,21.0,21.0,274.3,1006.2,1.976,1.719,1.039,23.614,29.257,25.743,84.714
1997-W40,1997,40,1997-09-29,1997-10-05,120.4,120.4,332.9,975.0,1.965,1.873,1.131,23.271,27.929,24.943,88.429
1997-W41,1997,41,1997-10-06,1997-10-12,32.6,32.6,293.2,896.6,1.942,1.935,1.15,23.586,28.757,25.429,85.714
1997-W42,1997,42,1997-10-13,1997-10-19,6.4,6.4,180.4,850.4,1.948,1.836,1.148,23.714,29.786,26.043,82.0
1997-W43,1997,43,1997-10-20,1997-10-26,43.4,43.4,202.8,864.9,2.064,1.814,1.178,23.614,28.557,25.486,86.0
1997-W44,1997,44,1997-10-27,1997-11-02,94.6,94.6,177.0,898.8,2.192,1.873,1.238,23.9,28.314,25.486,88.714
1997-W45,1997,45,1997-11-03,1997-11-09,140.9,140.9,285.3,957.9,2.39,1.934,1.347,23.529,26.957,24.771,91.857
1997-W46,1997,46,1997-11-10,1997-11-16,61.8,61.8,340.7,934.6,2.477,2.006,1.39,23.529,29.643,25.714,87.0
1997-W47,1997,47,1997-11-17,1997-11-23,101.2,101.2,398.5,948.3,2.561,2.123,1.462,23.886,27.814,25.457,88.286
1997-W48,1997,48,1997-11-24,1997-11-30,57.3,57.3,361.2,932.9,2.576,2.182,1.501,23.571,28.186,25.371,85.714
1997-W49,1997,49,1997-12-01,1997-12-07,105.2,105.2,325.5,976.3,2.804,2.339,1.571,24.571,29.0,26.257,87.857
1997-W50,1997,50,1997-12-08,1997-12-14,297.4,297.4,561.1,1201.4,3.363,2.661,1.789,23.871,27.643,25.2,92.571
1997-W51,1997,51,1997-12-15,1997-12-21,194.7,194.7,654.6,1276.9,3.473,2.796,1.917,23.829,27.914,25.357,90.143
1997-W52,1997,52,1997-12-22,1997-12-28,294.3,294.3,891.6,1550.2,3.767,2.988,2.098,24.114,27.757,25.329,93.571
1998-W01,1998,1,1997-12-29,1998-01-04,266.5,266.5,1052.9,1696.3,3.903,3.191,2.328,23.843,27.443,25.157,93.857
1998-W02,1998,2,1998-01-05,1998-01-11,191.7,191.7,947.2,1855.4,4.038,3.355,2.502,24.486,28.071,25.814,92.429
1998-W03,1998,3,1998-01-12,1998-01-18,399.5,399.5,1152.0,2248.5,4.257,3.652,2.69,24.0,27.443,25.243,93.571
1998-W04,1998,4,1998-01-19,1998-01-25,263.0,263.0,1120.7,2468.1,4.327,3.843,2.799,24.429,28.129,25.686,92.429
1998-W05,1998,5,1998-01-26,1998-02-01,103.6,103.6,957.8,2477.1,4.193,3.844,2.866,24.529,29.2,26.229,90.857
1998-W06,1998,6,1998-02-02,1998-02-08,417.4,417.4,1183.5,2753.6,4.353,4.106,3.011,24.386,27.514,25.5,94.714
1998-W07,1998,7,1998-02-09,1998-02-15,158.1,158.1,942.1,2849.9,4.324,4.167,3.118,24.0,28.857,25.957,90.0
1998-W08,1998,8,1998-02-16,1998-02-22,198.3,198.3,877.4,2947.0,4.347,4.295,3.188,24.743,29.2,26.257,92.0
1998-W09,1998,9,1998-02-23,1998-03-01,168.0,168.0,941.8,3057.7,4.268,4.266,3.238,24.329,28.429,25.986,89.714
1998-W10,1998,10,1998-03-02,1998-03-08,226.6,226.6,751.0,3179.1,4.216,4.307,3.365,24.3,28.5,25.971,91.429
1998-W11,1998,11,1998-03-09,1998-03-15,256.9,256.9,849.8,3138.6,3.94,4.233,3.453,24.357,28.7,25.886,92.714
1998-W12,1998,12,1998-03-16,1998-03-22,286.1,286.1,937.6,3230.0,3.861,4.245,3.545,24.157,28.529,25.771,90.857
1998-W13,1998,13,1998-03-23,1998-03-29,198.8,198.8,968.4,3134.5,3.717,4.278,3.624,24.214,28.529,25.9,90.857
1998-W14,1998,14,1998-03-30,1998-04-05,119.0,119.0,860.8,2987.0,3.408,4.121,3.644,23.986,29.471,26.186,88.0
1998-W15,1998,15,1998-04-06,1998-04-12,220.6,220.6,824.5,3015.9,3.362,4.099,3.678,23.914,28.414,25.671,90.571
1998-W16,1998,16,1998-04-13,1998-04-19,247.5,247.5,785.9,2863.9,3.184,4.132,3.687,24.629,28.8,26.157,92.0
1998-W17,1998,17,1998-04-20,1998-04-26,154.3,154.3,741.4,2755.2,2.941,4.059,3.664,23.943,28.186,25.529,91.143
1998-W18,1998,18,1998-04-27,1998-05-03,210.5,210.5,832.9,2862.1,2.987,4.008,3.665,24.014,28.114,25.671,91.429
1998-W19,1998,19,1998-05-04,1998-05-10,186.0,186.0,798.3,2630.7,2.777,3.976,3.68,24.5,29.386,26.529,89.0
1998-W20,1998,20,1998-05-11,1998-05-17,168.4,168.4,719.2,2641.0,2.847,3.917,3.687,24.614,29.286,26.214,91.0
1998-W21,1998,21,1998-05-18,1998-05-24,99.1,99.1,664.0,2541.8,2.733,3.854,3.669,24.829,29.743,26.5,89.143
1998-W22,1998,22,1998-05-25,1998-05-31,79.8,79.8,533.3,2453.6,2.681,3.826,3.677,23.829,28.571,25.829,86.429
1998-W23,1998,23,1998-06-01,1998-06-07,193.5,193.5,540.8,2420.5,2.717,3.826,3.73,23.557,27.571,25.014,91.857
1998-W24,1998,24,1998-06-08,1998-06-14,109.7,109.7,482.1,2273.3,2.659,3.743,3.77,23.629,28.457,25.386,89.714
1998-W25,1998,25,1998-06-15,1998-06-21,129.7,129.7,512.7,2116.9,2.55,3.676,3.771,22.957,27.386,24.5,90.143
1998-W26,1998,26,1998-06-22,1998-06-28,29.4,29.4,462.3,1947.5,2.471,3.55,3.771,22.443,27.614,24.357,87.143
1998-W27,1998,27,1998-06-29,1998-07-05,58.1,58.1,326.9,1886.6,2.517,3.46,3.754,22.743,26.843,24.243,89.857
1998-W28,1998,28,1998-07-06,1998-07-12,178.3,178.3,395.5,1844.3,2.558,3.429,3.77,22.443,26.743,23.986,91.0
1998-W29,1998,29,1998-07-13,1998-07-19,95.6,95.6,361.4,1692.4,2.334,3.305,3.779,22.071,26.557,23.657,89.857
1998-W30,1998,30,1998-07-20,1998-07-26,103.5,103.5,435.5,1641.6,2.331,3.202,3.802,22.029,26.786,23.7,89.857
1998-W31,1998,31,1998-07-27,1998-08-02,56.7,56.7,434.1,1487.8,2.294,3.207,3.801,21.857,27.286,23.957,86.0
1998-W32,1998,32,1998-08-03,1998-08-09,46.4,46.4,302.2,1348.2,2.175,2.987,3.798,21.914,26.157,23.614,87.143
1998-W33,1998,33,1998-08-10,1998-08-16,55.6,55.6,262.2,1235.4,2.086,3.021,3.784,21.414,26.857,23.386,87.0
1998-W34,1998,34,1998-08-17,1998-08-23,28.0,28.0,186.7,1164.3,2.103,2.895,3.766,21.214,26.829,23.271,85.857
1998-W35,1998,35,1998-08-24,1998-08-30,39.9,39.9,169.9,1124.4,2.11,2.816,3.754,21.4,26.614,23.343,86.857
1998-W36,1998,36,1998-08-31,1998-09-06,39.8,39.8,163.3,970.7,1.874,2.678,3.689,21.0,26.043,22.8,87.0
1998-W37,1998,37,1998-09-07,1998-09-13,18.2,18.2,125.9,879.2,1.757,2.525,3.665,20.657,26.986,23.029,85.0
1998-W38,1998,38,1998-09-14,1998-09-20,41.0,41.0,138.9,790.5,1.625,2.363,3.639,20.543,26.471,22.729,85.143
1998-W39,1998,39,1998-09-21,1998-09-27,74.9,74.9,173.9,836.0,1.723,2.321,3.656,20.829,26.4,22.857,88.0
1998-W40,1998,40,1998-09-28,1998-10-04,11.1,11.1,145.2,789.0,1.681,2.303,3.616,21.557,27.043,23.543,83.143
1998-W41,1998,41,1998-10-05,1998-10-11,25.0,25.0,152.0,635.7,1.489,2.227,3.609,21.143,27.257,23.386,84.714
1998-W42,1998,42,1998-10-12,1998-10-18,1.6,1.6,112.6,541.7,1.355,2.019,3.603,20.457,27.343,23.043,81.0
1998-W43,1998,43,1998-10-19,1998-10-25,9.2,9.2,46.9,447.4,1.183,1.956,3.577,19.671,27.357,22.414,80.0
1998-W44,1998,44,1998-10-26,1998-11-01,7.7,7.7,43.5,398.4,1.082,1.889,3.543,20.171,27.371,22.943,80.0
1998-W45,1998,45,1998-11-02,1998-11-08,0.7,0.7,19.2,352.7,0.993,1.788,3.496,21.057,28.071,23.686,80.0
1998-W46,1998,46,1998-11-09,1998-11-15,11.4,11.4,29.0,308.5,0.879,1.725,3.465,21.071,27.9,23.6,79.714
1998-W47,1998,47,1998-11-16,1998-11-22,29.3,29.3,49.1,309.8,0.903,1.745,3.426,21.057,27.2,23.229,84.286
1998-W48,1998,48,1998-11-23,1998-11-29,4.6,4.6,46.0,274.5,0.801,1.733,3.401,21.329,28.014,23.814,81.143
1998-W49,1998,49,1998-11-30,1998-12-06,0.0,0.0,45.3,234.7,0.651,1.57,3.343,20.186,28.814,23.643,76.571
1998-W50,1998,50,1998-12-07,1998-12-13,6.8,6.8,40.7,223.3,0.603,1.489,3.229,20.571,28.414,23.514,76.286
1998-W51,1998,51,1998-12-14,1998-12-20,34.7,34.7,46.1,217.0,0.537,1.385,3.152,21.786,27.014,23.871,85.571
1998-W52,1998,52,1998-12-21,1998-12-27,18.6,18.6,60.1,160.7,0.11,1.356,3.009,22.229,28.329,24.557,83.286
1998-W53,1998,53,1998-12-28,1999-01-03,12.6,12.6,72.7,162.2,,,,22.514,27.829,24.543,83.857
1999-W01,1999,1,1999-01-04,1999-01-10,13.4,13.4,79.3,150.6,-0.104,1.032,2.861,22.857,28.071,24.857,83.714
1999-W02,1999,2,1999-01-11,1999-01-17,10.3,10.3,54.9,159.3,-0.222,0.838,2.704,22.829,28.514,24.9,82.714
1999-W03,1999,3,1999-01-18,1999-01-24,25.5,25.5,61.8,175.6,-0.377,0.555,2.539,22.071,27.471,23.943,83.429
1999-W04,1999,4,1999-01-25,1999-01-31,74.1,74.1,123.3,242.0,-0.274,0.45,2.502,22.5,27.486,24.371,87.0
1999-W05,1999,5,1999-02-01,1999-02-07,115.2,115.2,225.1,356.5,-0.06,0.432,2.353,23.286,27.029,24.671,89.429
1999-W06,1999,6,1999-02-08,1999-02-14,97.3,97.3,312.1,442.4,-0.009,0.357,2.265,22.843,27.4,24.514,88.429
1999-W07,1999,7,1999-02-15,1999-02-21,160.4,160.4,447.0,573.5,0.155,0.455,2.278,22.829,27.314,24.486,90.0
1999-W08,1999,8,1999-02-22,1999-02-28,69.4,69.4,442.3,638.3,0.093,0.337,2.229,22.914,28.029,24.914,87.286
1999-W09,1999,9,1999-03-01,1999-03-07,103.4,103.4,430.5,741.7,0.151,0.291,2.172,23.014,28.486,25.214,86.571
1999-W10,1999,10,1999-03-08,1999-03-14,162.6,162.6,495.8,897.5,0.313,0.39,2.129,23.157,28.186,24.914,89.857
1999-W11,1999,11,1999-03-15,1999-03-21,56.7,56.7,392.1,919.5,0.179,0.269,1.984,23.014,28.429,25.214,85.714
1999-W12,1999,12,1999-03-22,1999-03-28,56.2,56.2,378.9,957.1,0.118,0.102,1.87,22.586,28.129,24.714,86.571
1999-W13,1999,13,1999-03-29,1999-04-04,38.3,38.3,313.8,982.8,0.091,0.051,1.807,23.057,28.614,25.157,85.0
